label;title;text
Big Data;Machine Learning for Developers - Deep Dive;Have you always wanted to add predictive capabilities or voice recognition to your application, but haven’t been able to find the time or the right technology to get started? Everybody wants to build smart apps, but only a few are Data Scientists. We had the same issue inside Amazon, so we created a Machine Learning engine that Developers can easily use. The same approach is now available in the AWS cloud. And we introduced Amazon Alexa to build engaging voice experiences for your services and devices: if you are a device maker, and your connected product has a microphone and a speaker, the Alexa Voice Service (AVS) enables you to add voice-powered experiences to your connected devices. And you can also use the Alexa Skills Kit (ASK) to teach new skills to Alexa!
Big Data;graph databases and the panama papers;"In spring 2016 the first press reports regarding the """"panama papers"""" were released. With almost 3TB of raw data this was by far the largest leak of data worldwide. This talk gives some technical insights who the ICIJ (International Consortium Of Investigate Journalists) worked with that amount of data to provide journalist an easy to use interface for doing their research. Aside other technologies one core component was a graph database. In a live demo on the panama papers dataset we'll explore to power and conciseness of the graph query language Cypher."
Big Data;Tensorflow and deep learning - without at PhD;"Google has recently open-sourced its framework for machine learning and neural networks called Tensorflow. With this new tool, deep machine learning transitions from an area of research into mainstream software engineering. In this session, we will teach you how to choose the right neural network for your problem and how to make it behave. Familiarity with differential equations is no longer required. Instead, a couple of lines ofTensorflow Python, and a bag of """"""""tricks of the trade"""""""" will do the job. No previous Python knowledge required."""""""
Big Data;Reactive Machine Learning On and Beyond the JVM;Reactive machine learning is a set of techniques for building production-grade machine learning systems that stay responsive in the face of failure or changes in load. Drawing on principles outlined in the Reactive Manifesto, the reactive approach to machine learning gives us a principled way of building large scale machine learning systems that are every bit as good as modern web apps. This talk will explore how reactive machine learning systems can be built on the JVM. We’ll look at languages like Scala and Clojure, libraries like Spark and Akka, and various reactive programming techniques like futures and actors. Then, we’ll see how we can go beyond the JVM to interact with innovative techniques implemented in other runtimes, such as deep learning in Python. The examples will be taken from real-world use cases such as fraud detection, autonomous cars, and intelligent agents. But they will be transformed into the exciting world of cartoon animals who do machine learning. Kangaroos, turtles, rabbits, and more will guide us through the wild world of reactive machine learning.
Big Data;Using Machine Learning to Enhance your Apps;"Ever wondered about the technology behind Google Photos? Or wanted to build a voice recognition app with similar functionality to ""Ok, Google""? The Google Cloud Vision and Speech APIs expose the machine learning models that power Google Photos, Google Image Search and the speech recognition in Android. Developers can now access these features with just a simple REST API call. We’ll learn how to make requests to the Vision and Speech APIs through a live demo of a Node app that uses these machine learning APIs."
Big Data;How Google DeepMind conquered the game of Go;Google's AlphaGo is an extraordinary breakthrough for Artificial Intelligence. The game of 19x19 Go has 1.74×10^172 unique positions and is about a 'googol' times harder to calculate than chess. Experts thought it would take at least another decade before AI would be able to beat the best human players. So how did Google tackle this problem? What algorithms did they use and how do they work?
Big Data;How to Apply Big Data Analytics and Machine Learning to Real Time Processing;"The world gets connected more and more every year due to Mobile, Cloud and Internet of Things. ""Big Data"" is currently a big hype. Large amounts of historical data are stored in Hadoop to find patterns, e.g. for predictive maintenance or cross-selling. But how to increase revenue or reduce risks in new transactions? ""Fast Data"" via stream processing is the solution to embed patterns into future actions in real-time. This session discusses how machine learning and analytic models with R, Spark MLlib, H2O, etc. can be integrated into real-time event processing. A live demo concludes the session"
Big Data;Machine Learning Exposed;"The term ""machine learning"" is increasingly bandied about in corporate settings and cocktail parties, but what is it, really? In this session we'll answer that question, providing an approachable overview of machine learning concepts, technologies, and use cases. We'll then take a deeper dive into machine learning topics such as supervised learning, unsupervised learning, and deep learning. We'll also survey various cloud-based machine learning technologies. You'll be the hit of your next party when you're able to express the near-magical inner-workings of artificial neural networks!"
Big Data;Small intro to Big Data;Pig, Hive, Flink, Kafka, Zeppelin... if you now wonder if someone just tried to offend you or are those just Pokemon names, then this talk is just for you! Big Data is everywhere and new tools for it are released almost at the speed of new JavaScript frameworks. During this entry level presentation we will walk though the challenges which Big Data presents, reflect how big is big and introduce currently most fancy and popular (mostly open source) tools. We'll try to spark off interest in Big Data by showing application areas and by throwing ideas where you can later dive into.
Big Data;Google Dataflow: The new open model for batch and stream processing;In 2004 MapReduce was introduced, a model that kick-started big data. 10 years later, Google published Dataflow - a new paradigm, integrating batch and stream processing in one common abstraction. This time it was more than a paper, but also an open source Java SDK and a cloud managed service to run it. In 2016 Dataflow was proposed for incubation at the Apache Software Foundation - Beam was born, unifying batch and streaming, and also the big data world. We’ll demonstrate Dataflow’s capabilities through a real-time demo with practical insights on how to manage and visualize streams of data.
Big Data;SASI, Cassandra on the full text search ride !;Apache Cassandra is a scalable database with high availability features. But they come with severe limitations in term of querying capabilities. Since the introduction of SASI in Cassandra 3.4, the limitations belong to the pass. Now you can create performant indices on your columns as well as benefit from full text search capabilities with the introduction of the new LIKE %term% syntax. To illustrate how SASI works, we'll use a database of 100 000 albums and artists.
Big Data;Geospatial Graphs made easy with OrientDB;Modeling and querying persistent data structures can be tricky when they involve semi-structured data, complex relationships (with deep traversal) and physical information like geographical positions, areas, shapes and so on. Bad news is that almost all your applications will have to manage such kind of data. In this presentation we will see how to use OrientDB v2.2 Document-Graph engine and its new Geospatial Indexes to efficiently manage ad query connected, spatial information. Very few slides, a lot of live coding, I promise!
Big Data;Search on the fly: how to lighten your Big Data;The talk presents a new technique of realtime single entity information extraction and investigation. The technique eliminates regular refresh and persistence of data within the search engine (ETL), providing real-time access to source data and improving response times using in-memory data techniques. The solution presented is a concrete solution with live customers, based upon real business needs. I will explain the architectural overview, the technology stack used based on Apache Lucene library, the accomplished results and how to scale out the solution.
Big Data;Real-time analytics with fast data stack;Traditional data warehousing and data analytics was an offline job and it usually required a lot of time to complete and give some results. These operations gave us some insight into our business but we had a limited possibility to improve or react in a timely manner. One of the efforts to move this approach closer to real-time was described with Lambda architecture where raw data was stored in real-time while also being analyzed in parallel and producing results with a certain delay. This approach eliminated those long running jobs by preparing analytic results on the incoming data but in todays business right information at the right time can mean improving our business and directly leading to more profit. Our latest technologies give us possibility to execute analytics on data streams and react almost instantly. Faster data requires faster reactions especially if its a fraud detection or a mission critical system. NoETL philosophy explains why the traditional approach is no longer valid and why we need these new technologies that we have today. In this presentation we are going to talk about the evolution from monolithic to distributed systems, pros and cons of both approaches and what we are able to do with todays technologies. Our main focus is going to be fast data stack (Spark, Mesos, Akka, Cassandra, Kafka) and how using these technologies we can create scalable and fast data pipeline while running real-time data analytics.
Big Data;Edge Performance with In-memory NoSQL;We are going to talk about in-memory NoSQL databases and how they can integrate in your current architecture in order to deliver high performance applications to your users. These can be used as session storage, a cache or a real database. We will talk at least about Memcache (the veteran), Redis (the mature) and Aerospike (the new guy), see where they excel and how you can add them to your existing stack.
Big Data;Robust Stream Processing with Apache Flink;In this hands on talk and demonstration I'll give a very short introduction to stream processing and then dive into writing code and demonstrating the features in Apache Flink that make truly robust stream processing possible.  We'll focus on correctness and robustness in stream processing. During this live demo we'll be developing a realtime analytics application and modifying it on the fly based on the topics we're working though.  We'll exercise Flink's unique features, demonstrate fault-recovery, clearly explain and demonstrate why Event Time is such an important concept in robust stateful stream processing and talk about and demonstrate the features you need in a stream processor to do robust stateful stream processing in production. We'll also use a realtime analytics dashboard to visualize the results we're computing in realtime.  This will allow us to easily see the effects of the code we're developing as we go along. Some of the topics covered will be: Apache Flink Stateful Stream Processing Event Time vs. Processing Time Fault tolerance State management in the face of faults Savepoints Data re-processing
DevOps;Elegant Builds at Scale with Gradle 3.0;How can medium and large projects use Gradle to scale their build infrastructure? This session looks at organizations such as Netflix and LinkedIn and how they scale with Gradle across hundreds or thousands of developers. It discusses how to solve the challenges of standardization, dependency management, distributed caching, multi-language builds, continuous builds, working with subsets of large repositories, advanced IDE integration , build metric analytics and automatic build infrastructure provisioning.
DevOps;Migrate your traditional VM-based clusters to Containers;Software-defined infrastructure is changing the way applications are deployed. There are multiple ways to create scalable architecture using containers. This action-packed and code-driven session will share learnings from running a scalable Couchbase cluster in different containers framework. Attendees will learn how classical cluster creation on VMs is mapped to each of the framework. You’ll learn the recipes, design patterns and anti-patterns for deploying your own applications on the following frameworks: Docker Cloud Kubernetes on Google Cloud/Amazon Mesos + Marathon Red Hat OpenShift You will pick up nuggets of information that will make you productive by deploying your applications easily using containers.
DevOps;Docker Security for Developers;As a developer, what are the best practises for security when using containers? How can you make your applications more secure? This talk gives a practical guide for developers on how to use the security options available in Docker, what they mean in practical terms with real examples. This presentation is aimed at developers who have started using Docker a little and want to understand security in depth.
DevOps;Docker for developers and ops: what's new and what's next;The Docker open source projects moves very fast, with a release every 2 months. In June, with Docker 1.12, we introduced orchestration features in Docker. In November for Devoxx BE, we should be close to 1.15 and many new feature will probably have been introduced. This talk will be about what's new in Docker, and what's next on the roadmap at that time, with examples and hands-on demos.
DevOps;Java on Google Cloud Platform;Java users have longed used Google Cloud Platform (GCP) as a service to run their Java programs for web and mobile applications. Today, GCP offers much more, including Machine Learning and Vision Recognition APIs, Kubernetes based container managements services, and a full suite of Java specific tooling for running your code on GCP. In this talk, we will put all these elements together to demonstrate how developers can build innovative applications on GCP without worrying about DevOps or implementing complicated algorithms.
DevOps;Containers, VMs, Processes… How all of these technologies work ? Deep dive and learn about your OS;Everybody is now using virtualization, containers are all the rage today, and microkernels start to gain traction… But how is all this working? How did these solutions come to be? What are the differences between containers and virtual machines? Where and why should you use docker, runc, rocket, kvm, xen, virtualbox, includeOS, rancherOS? This talk is a full session providing understanding on how these technologies work, how they compare to each other, and lot’s of demo to understand differences and fundamental concept on isolation. So, let’s look under the hood, and understand how your system works (hint: it’s not magic). And yes, it will be understandable even if you are not an OPS or an expert. That’s precisely the point.
DevOps;The JVM and Docker. A good idea?;What is the point of putting a JVM inside a linux container?  On my latest project our motivation is efficient utilisation of hardware. We used to run single purpose VMs, which makes sense for production but for our countless test environments it became prohibitively expensive. Even IaaS is still too slow to provision new environments and bootstrap new applications. This talk will be focusing on the downsides and lessons learned from running JVMs inside containers. We will cover the following topics: The benefits, downsides and complexities of running a Java application inside a container. Tuning memory limits taking into account Heap, Native memory, Metaspace, Stacks to avoid being OOM killed Tracking native memory with jcmd Avoiding the container swap problem Operating system tools that are/are not container aware and when they will come in handy: top, htop, dstat, dmesg, systemd-cgtop What tools should you include in your container for debugging/analysis e.g. the Swiss Java Tools https://github.com/aragozin/jvm-tools External tools for monitoring containers: prometheus, cadvisor, heapster Tuning thread pools for various frameworks
DevOps;Authentication and Authorization in a Cloud and Microservice World;A cloud based, microservice or IoT architecture requires architects and developers to rethink authentication and authorization. It is not feasible to have everyone log in separately for different systems, using a different username and password for each. The goal is to have a single identity that can be authenticated once. A common approach is to use some sort of single sign-on (SSO) solution. SAML and OpenID Connect both provide capabilities in this area that can be leveraged for the cloud as well as IoT. This talk will provide you with all you need to reach this goal in all your Java based applications.
DevOps;Unikernels and Docker: From revolution to evolution;Unikernels are a means to augment existing virtual machine and container deployments with compact single-purpose appliances. Explicitly polyglot, they've been a specialist's game to date: promising technology but requiring considerable expertise to deploy. I will introduce unikernels for newcomers, and then describe two ways we are integrating them with Docker. First, I will show Docker for Mac & Windows, which both utilise unikernel technology under-the-hood to make running Docker on Mac OS X and Windows hosts as transparent as possible. This will include build conventional and unconventional scenarios from Compose-based web stacks, to unikernel compilation, to cross-compiling ARM containers on a normal Mac or Windows host. Second, I will show how we have been integrating unikernels with existing deployments, using MirageOS unikernels to augment an existing LAMP stack deployment, managed uniformly using the popular Docker toolchain (Docker build, Docker run, and the Docker Hub). Unikernels can thus be used to augment and evolve existing polyglot VM and container deployments, one microservice at a time. We no longer need a revolution: welcome to the evolution!
DevOps;Monitoring Kubernetes Clusters with Prometheus;Kubernetes is a powerful system to operate a Cloud Native architecture. But how can we stay on top of what’s happening across thousands of pods that are dynamically scheduled across hundreds of nodes? It needs a system capable of monitoring all individual units across the entire stack while enabling users to drill down from a global view to individual instances. Prometheus is an open source monitoring system designed with exactly this goal in mind. As it turned out later, in conjunction with Kubernetes it forms a match made in open source heaven.
DevOps;Alerting with Time Series;In a Cloud Native infrastructure, failure is normal and expected. The loss of a single node or a dozen hard drives is gracefully handled by the systems running a datacenter and there is no reason to page someone at 4am. This calls for an alerting system that understands service availability at a global scope, yet is still able to give detailed reports if and when there is a service-impacting incident. This talk explores how time series based alerting solves this problem, the Prometheus architecture behind it, and how practical anomaly detection can be implemented.
DevOps;Building and scaling SaaS product on Microsoft Azure - WealthArc experience.;A lot of products nowadays are delivered to customers as Software as a Service (SaaS) solutions. This model is also heavily influencing traditional B2B companies. It doesn’t only offer lower costs, easier maintenance or customer upgrades but also brings a lot of interesting software and architecture challenges. This session discusses best practices, architecture principles and lessons learned from Wealtharc experience with implementation of SaaS product on Microsoft Azure.
DevOps;Breaking Bad with GitLab CI;We spend a lot of time to routine tasks everyday. With GitLab CI, you can automate some of these mundane tasks and use the extra time on some interesting new ones. In this session, we’ll take a look at ten different ways to use GitLab CI: from your daily routine automation to the crazy experiments you would never think are possible to run inside a CI system.
DevOps;Kubernetes and lastminute.com: our course towards better scalability and processes;Kubernetes adoption is straight forward when starting from scratch or in public clouds, but what the journey looks like when your starting point is a legacy infrastructure with high-traffic? In this talk we present our experience that begun almost 1 year ago and challenged everything inside our organisation. Developer teams changed the way they work, product owners benefit from the new speed achieved and the need of new roles emerged in IT department. We will explain our lessons learnt and the way to get the best out of this solution.
DevOps;Dockerize it: stop living in the past and embrace the future;Docker is a groundbreaking technology that will heavily influence how we will write software in the years to come: let's then have a look at * where it comes from (Linux Containers) * how it works * how to dockerize simple apps to easily deploy them on production * how you can use Docker in local environments to simplify your development workflow Do you like Vagrant, auto-scaling or 12-factor apps? Then get ready to be mindblown.
DevOps;Monarch, Google’s Planet-Scale Monitoring Infrastructure;Google runs very large and complex distributed systems. Keeping them healthy is a full time job in itself. The first step is knowing what is going on in our planet-wide extensive infrastructure. This talk is a technical deep dive into our state-of-the art monitoring systems: what challenges we faced, what solution we found, what lessons we learned.
DevOps;DevOps on AWS: Deep Dive on Continuous Delivery and the AWS Developer Tools;Today’s cutting-edge companies have software release cycles measured in days instead of months. This agility is enabled by the DevOps practice of continuous delivery, which automates building, testing, and deploying all code changes. This automation helps you catch bugs sooner and accelerates developer productivity. In this session, we’ll share the processes that Amazon’s engineers use to practice DevOps and discuss how you can bring these processes to your company by using a set of AWS tools (AWS CodePipeline and AWS CodeDeploy, AWS OpsWorks).
DevOps;Docker 1.12: Orchestration, containers and beyond;With the 1.12 release, you can use Docker to manage and orchestrate your infrastructure. In this session, we'll explore Docker's evolution, we'll see the different components that make up Docker today and we'll have a nice demo of Docker's orchestration using Swarm mode.
DevOps;DIY Java & Kubernetes;Kubernetes is an open-source project, primarily developed by Google, which provides a solution for orchestrating, or scheduling, containers in a cluster. It defines several paradigms on top of just the container distribution, like pods, services, labels and controllers which makes the deployment and the operation of your applications much more simpler. This talk will cover the basic concepts behind Kubernetes, and a live demo will show how to operate your cluster and deploy your apps on it.
DevOps;The Dark Art of Container Monitoring;Containers are revolutionizing the way we deploy and maintain our infrastructures: reducing development overhead, streamlining dev / test / ops, and enabling highly scalable, dynamic infrastructures. But containers still have a key problem: monitoring and troubleshooting them is impractical, painful, and sometimes plain impossible. Even basic things like understanding what is using CPU, memory, or disk bandwidth inside a container are difficult - let alone finding out who a container is talking to on the network or tracking malicious activity. This presentation covers the current state of the art for container monitoring and visibility, including real use-cases and pros / cons of each. The focus is on advanced container visibility techniques, such as: * visualizing a container’s network activity * understanding detailed resource usage (CPU, memory and disk I/O) of containers and individual processes running inside containers * following process and user activity inside containers * collecting logs from multiple containers The presentation features live interaction with container environments and live demos of all the tools and techniques discussed. Special emphasis is put on sysdig, an open source container and system troubleshooting tool.
